condo_name,district,top_year,km_mrt,x_coord,y_coord,median_rent,refPeriod,region,ref_year,condo_age,mrt_dist
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.61,2015Q2,CCR,2015,4,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.46,2015Q1,CCR,2015,4,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.4,2017Q2,CCR,2017,6,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.14,2017Q3,CCR,2017,6,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.42,2016Q3,CCR,2016,5,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.35,2017Q4,CCR,2017,6,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.42,2016Q1,CCR,2016,5,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.29,2017Q1,CCR,2017,6,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.67,2016Q2,CCR,2016,5,0.29
ONE DEVONSHIRE,09,2012,0.32 - SOMERSET,28503.81620309,31092.41739286,5.62,2015Q3,CCR,2015,4,0.29
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,5.17,2015Q2,CCR,2015,9,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.37,2017Q2,CCR,2017,11,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.38,2017Q3,CCR,2017,11,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.4,2016Q3,CCR,2016,10,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.25,2017Q4,CCR,2017,11,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.82,2015Q4,CCR,2015,9,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.56,2016Q4,CCR,2016,10,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.82,2016Q1,CCR,2016,10,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.21,2016Q2,CCR,2016,10,0.19
ORCHARD SCOTTS,09,2007,0.22 - NEWTON,28656.33953994,32554.67497507,4.77,2015Q3,CCR,2015,9,0.19
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.85,2015Q2,CCR,2015,40,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.6,2015Q1,CCR,2015,40,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.87,2015Q4,CCR,2015,40,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.71,2017Q2,CCR,2017,42,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.62,2017Q3,CCR,2017,42,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.64,2016Q3,CCR,2016,41,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.71,2017Q4,CCR,2017,42,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.85,2016Q4,CCR,2016,41,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.62,2016Q1,CCR,2016,41,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.62,2017Q1,CCR,2017,42,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.71,2015Q3,CCR,2015,40,0.66
PACIFIC MANSION,09,1976,0.61 - SOMERSET,28344.88002682,30753.495094050002,2.79,2016Q2,CCR,2016,41,0.66
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.67,2015Q2,CCR,2015,8,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.65,2015Q1,CCR,2015,8,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.76,2015Q4,CCR,2015,8,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.48,2017Q2,CCR,2017,10,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.17,2017Q3,CCR,2017,10,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.5,2016Q3,CCR,2016,9,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.26,2017Q4,CCR,2017,10,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.26,2016Q4,CCR,2016,9,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.53,2016Q1,CCR,2016,9,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.13,2017Q1,CCR,2017,10,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.5,2015Q3,CCR,2015,8,0.11
PARC EMILY,09,2008,0.27 - LITTLE INDIA,29803.56087732,31881.268858900003,4.28,2016Q2,CCR,2016,9,0.11
PATERSON RESIDENCE,09,2008,0.43 - ORCHARD,27590.54822666,31441.504329310003,4.55,2015Q2,CCR,2015,8,0.4
PATERSON RESIDENCE,09,2008,0.43 - ORCHARD,27590.54822666,31441.504329310003,4.68,2015Q1,CCR,2015,8,0.4
PATERSON RESIDENCE,09,2008,0.43 - ORCHARD,27590.54822666,31441.504329310003,4.58,2016Q1,CCR,2016,9,0.4
PATERSON RESIDENCE,09,2008,0.43 - ORCHARD,27590.54822666,31441.504329310003,4.04,2017Q2,CCR,2017,10,0.4
PATERSON RESIDENCE,09,2008,0.43 - ORCHARD,27590.54822666,31441.504329310003,4.01,2017Q3,CCR,2017,10,0.4
PATERSON RESIDENCE,09,2008,0.43 - ORCHARD,27590.54822666,31441.504329310003,4.19,2016Q3,CCR,2016,9,0.4
PATERSON RESIDENCE,09,2008,0.43 - ORCHARD,27590.54822666,31441.504329310003,4.52,2015Q3,CCR,2015,8,0.4
PATERSON RESIDENCE,09,2008,0.43 - ORCHARD,27590.54822666,31441.504329310003,4.04,2017Q1,CCR,2017,10,0.4
RICHMOND PARK,09,1996,0.52 - ORCHARD,28370.39744772,31971.9029004,4.38,2015Q2,CCR,2015,20,0.45
RICHMOND PARK,09,1996,0.52 - ORCHARD,28370.39744772,31971.9029004,3.93,2015Q4,CCR,2015,20,0.45
RICHMOND PARK,09,1996,0.52 - ORCHARD,28370.39744772,31971.9029004,3.68,2017Q4,CCR,2017,22,0.45
RICHMOND PARK,09,1996,0.52 - ORCHARD,28370.39744772,31971.9029004,3.6,2017Q3,CCR,2017,22,0.45
RICHMOND PARK,09,1996,0.52 - ORCHARD,28370.39744772,31971.9029004,4.23,2016Q3,CCR,2016,21,0.45
RICHMOND PARK,09,1996,0.52 - ORCHARD,28370.39744772,31971.9029004,3.83,2016Q4,CCR,2016,21,0.45
RICHMOND PARK,09,1996,0.52 - ORCHARD,28370.39744772,31971.9029004,4.22,2015Q3,CCR,2015,20,0.45
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.87,2015Q2,CCR,2015,7,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.87,2015Q1,CCR,2015,7,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.71,2016Q2,CCR,2016,8,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.65,2015Q4,CCR,2015,7,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.73,2016Q1,CCR,2016,8,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.46,2017Q2,CCR,2017,9,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.41,2017Q4,CCR,2017,9,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.34,2017Q3,CCR,2017,9,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.58,2016Q3,CCR,2016,8,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.7,2015Q3,CCR,2015,7,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.53,2016Q4,CCR,2016,8,0.79
RIVERGATE,09,2009,0.82 - FORT CANNING,28415.55205321,30467.71604368,4.65,2017Q1,CCR,2017,9,0.79
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,5.01,2015Q1,CCR,2015,12,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,5.01,2015Q2,CCR,2015,12,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,5.2,2015Q4,CCR,2015,12,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,4.77,2016Q1,CCR,2016,13,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,4.76,2017Q2,CCR,2017,14,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,4.4,2017Q4,CCR,2017,14,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,4.7,2017Q3,CCR,2017,14,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,4.88,2016Q3,CCR,2016,13,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,4.94,2015Q3,CCR,2015,12,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,5.2,2016Q2,CCR,2016,13,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,4.73,2016Q4,CCR,2016,13,0.71
ROBERTSON 100,09,2004,0.71 - FORT CANNING,28506.97293425,30418.244652740002,4.71,2017Q1,CCR,2017,14,0.71
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,4,2015Q1,CCR,2015,17,0.32
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,3.72,2015Q2,CCR,2015,17,0.32
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,3.97,2016Q1,CCR,2016,18,0.32
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,3.61,2017Q4,CCR,2017,19,0.32
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,3.39,2017Q3,CCR,2017,19,0.32
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,3.79,2015Q4,CCR,2015,17,0.32
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,3.81,2015Q3,CCR,2015,17,0.32
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,3.68,2016Q2,CCR,2016,18,0.32
SCOTTS 28,09,1999,0.43 - NEWTON,28312.87359229,32490.81649807,3.44,2016Q4,CCR,2016,18,0.32
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,7.88,2015Q1,CCR,2015,6,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,7.68,2015Q2,CCR,2015,6,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,7.53,2016Q1,CCR,2016,7,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,7.23,2017Q2,CCR,2017,8,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,6.58,2017Q1,CCR,2017,8,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,6.95,2017Q4,CCR,2017,8,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,6.72,2017Q3,CCR,2017,8,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,7.69,2015Q4,CCR,2015,6,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,6.74,2016Q3,CCR,2016,7,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,7.28,2016Q2,CCR,2016,7,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,6.86,2016Q4,CCR,2016,7,0.12
SCOTTS SQUARE,09,2010,0.26 - ORCHARD,27966.5745,32018.2736,6.86,2015Q3,CCR,2015,6,0.12
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,3.57,2015Q1,CCR,2015,2,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,3.63,2015Q2,CCR,2015,2,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,3.68,2017Q2,CCR,2017,4,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,3.79,2016Q4,CCR,2016,3,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,3.56,2017Q1,CCR,2017,4,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,4.06,2017Q4,CCR,2017,4,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,3.81,2017Q3,CCR,2017,4,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,3.63,2016Q1,CCR,2016,3,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,4.21,2015Q3,CCR,2015,2,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,4.42,2015Q4,CCR,2015,2,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,3.92,2016Q3,CCR,2016,3,0.35
SOPHIA RESIDENCE,09,2014,0.35 - BENCOOLEN,29695.472759980003,31518.986738,4.27,2016Q2,CCR,2016,3,0.35
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.56,2015Q1,CCR,2015,6,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.5,2015Q2,CCR,2015,6,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.15,2017Q1,CCR,2017,8,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.03,2017Q2,CCR,2017,8,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.4,2016Q3,CCR,2016,7,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.18,2017Q3,CCR,2017,8,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.61,2015Q3,CCR,2015,6,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.57,2015Q4,CCR,2015,6,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.22,2016Q1,CCR,2016,7,0.26
ST THOMAS SUITES,09,2010,0.34 - SOMERSET,28374.88750424,31205.47322728,4.22,2016Q2,CCR,2016,7,0.26
THE CLAYMORE,09,1985,0.47 - ORCHARD,27809.88232659,32405.46131079,3.73,2015Q2,CCR,2015,31,0.5
THE CLAYMORE,09,1985,0.47 - ORCHARD,27809.88232659,32405.46131079,3.88,2015Q3,CCR,2015,31,0.5
THE CLAYMORE,09,1985,0.47 - ORCHARD,27809.88232659,32405.46131079,3.23,2016Q4,CCR,2016,32,0.5
THE CLAYMORE,09,1985,0.47 - ORCHARD,27809.88232659,32405.46131079,3.14,2017Q4,CCR,2017,33,0.5
THE CLAYMORE,09,1985,0.47 - ORCHARD,27809.88232659,32405.46131079,3.17,2017Q2,CCR,2017,33,0.5
THE CLAYMORE,09,1985,0.47 - ORCHARD,27809.88232659,32405.46131079,2.98,2017Q3,CCR,2017,33,0.5
THE CLAYMORE,09,1985,0.47 - ORCHARD,27809.88232659,32405.46131079,3.68,2016Q2,CCR,2016,32,0.5
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.7,2015Q2,CCR,2015,8,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.86,2015Q1,CCR,2015,8,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.7,2015Q3,CCR,2015,8,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.48,2016Q2,CCR,2016,9,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.29,2016Q4,CCR,2016,9,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.21,2017Q1,CCR,2017,10,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.5,2016Q3,CCR,2016,9,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.38,2017Q4,CCR,2017,10,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.5,2017Q2,CCR,2017,10,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.52,2016Q1,CCR,2016,9,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.38,2017Q3,CCR,2017,10,0.82
THE COSMOPOLITAN,09,2008,0.86 - SOMERSET,27874.0152,30901.772,4.51,2015Q4,CCR,2015,8,0.82
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,5.3,2015Q2,CCR,2015,10,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,5.41,2015Q1,CCR,2015,10,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,4.87,2017Q1,CCR,2017,12,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,5.07,2017Q4,CCR,2017,12,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,4.97,2017Q2,CCR,2017,12,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,4.86,2016Q3,CCR,2016,11,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,5.22,2016Q1,CCR,2016,11,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,4.88,2017Q3,CCR,2017,12,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,5.34,2015Q3,CCR,2015,10,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,5.12,2016Q2,CCR,2016,11,0.31
THE IMPERIAL,09,2006,0.32 - FORT CANNING,29000.0792,30784.4028,4.65,2016Q4,CCR,2016,11,0.31
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,5.02,2015Q2,CCR,2015,7,0.59
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,5.23,2015Q1,CCR,2015,7,0.59
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,4.84,2015Q3,CCR,2015,7,0.59
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,4.16,2017Q1,CCR,2017,9,0.59
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,4.75,2017Q2,CCR,2017,9,0.59
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,4.45,2016Q3,CCR,2016,8,0.59
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,5.34,2016Q1,CCR,2016,8,0.59
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,5.23,2017Q3,CCR,2017,9,0.59
THE INSPIRA,09,2009,0.61 - FORT CANNING,28622.906453760002,30480.367212830002,5.13,2016Q2,CCR,2016,8,0.59
THE LIGHT @ CAIRNHILL,09,2004,0.66 - NEWTON,28503.98762103,32050.338376820004,4.63,2015Q2,CCR,2015,12,0.6
THE LIGHT @ CAIRNHILL,09,2004,0.66 - NEWTON,28503.98762103,32050.338376820004,4.35,2015Q3,CCR,2015,12,0.6
THE LIGHT @ CAIRNHILL,09,2004,0.66 - NEWTON,28503.98762103,32050.338376820004,4.18,2017Q4,CCR,2017,14,0.6
THE LIGHT @ CAIRNHILL,09,2004,0.66 - NEWTON,28503.98762103,32050.338376820004,4.42,2016Q2,CCR,2016,13,0.6
THE LIGHT @ CAIRNHILL,09,2004,0.66 - NEWTON,28503.98762103,32050.338376820004,4.24,2017Q3,CCR,2017,14,0.6
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.79,2015Q2,CCR,2015,9,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.4,2015Q1,CCR,2015,9,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.59,2016Q4,CCR,2016,10,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.35,2015Q3,CCR,2015,9,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,5.95,2017Q1,CCR,2017,11,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,5.99,2017Q2,CCR,2017,11,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.16,2017Q4,CCR,2017,11,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.84,2016Q3,CCR,2016,10,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.66,2015Q4,CCR,2015,9,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.23,2016Q1,CCR,2016,10,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,6.61,2016Q2,CCR,2016,10,0.13
THE METZ,09,2007,0.16 - SOMERSET,28448.149488709998,31329.769436349998,5.88,2017Q3,CCR,2017,11,0.13
THE ORCHARD RESIDENCES,09,2010,0.06 - ORCHARD,27811.9021,31791.4718,5.96,2017Q2,CCR,2017,8,0.09
THE ORCHARD RESIDENCES,09,2010,0.06 - ORCHARD,27811.9021,31791.4718,5.53,2017Q1,CCR,2017,8,0.09
THE ORCHARD RESIDENCES,09,2010,0.06 - ORCHARD,27811.9021,31791.4718,6.05,2015Q4,CCR,2015,6,0.09
THE ORCHARD RESIDENCES,09,2010,0.06 - ORCHARD,27811.9021,31791.4718,6.64,2016Q2,CCR,2016,7,0.09
THE ORCHARD RESIDENCES,09,2010,0.06 - ORCHARD,27811.9021,31791.4718,5.61,2017Q3,CCR,2017,8,0.09
THE REGALIA,09,1993,0.54 - SOMERSET,28441.698128,30862.66897058,3.44,2016Q2,CCR,2016,24,0.53
THE REGALIA,09,1993,0.54 - SOMERSET,28441.698128,30862.66897058,3.53,2015Q4,CCR,2015,23,0.53
THE REGALIA,09,1993,0.54 - SOMERSET,28441.698128,30862.66897058,3.25,2017Q4,CCR,2017,25,0.53
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.75,2015Q2,CCR,2015,21,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.98,2015Q1,CCR,2015,21,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.51,2016Q2,CCR,2016,22,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.27,2017Q2,CCR,2017,23,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.25,2016Q4,CCR,2016,22,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.57,2015Q3,CCR,2015,21,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.44,2017Q4,CCR,2017,23,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.41,2017Q3,CCR,2017,23,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.36,2017Q1,CCR,2017,23,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.46,2015Q4,CCR,2015,21,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.44,2016Q3,CCR,2016,22,0.86
TIARA,09,1995,0.95 - SOMERSET,27769.07784751,30869.93109486,3.25,2016Q1,CCR,2016,22,0.86
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.48,2015Q2,CCR,2015,19,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.62,2015Q1,CCR,2015,19,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.25,2016Q2,CCR,2016,20,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.16,2017Q2,CCR,2017,21,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.64,2015Q3,CCR,2015,19,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.29,2016Q4,CCR,2016,20,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.34,2017Q4,CCR,2017,21,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.37,2017Q3,CCR,2017,21,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.38,2017Q1,CCR,2017,21,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.7,2015Q4,CCR,2015,19,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.32,2016Q3,CCR,2016,20,0.28
UE SQUARE,09,1997,0.24 - FORT CANNING,28935.69365909,30602.40630814,3.37,2016Q1,CCR,2016,20,0.28
URBAN SUITES,09,2013,0.39 - SOMERSET,28562.09720204,31776.88613853,4.83,2016Q2,CCR,2016,4,0.32
